ts_iso,endpoint,http_code,lat_ms,ok
2026-01-21T06:44:48+00:00,/ping,200,7,1
2026-01-21T06:44:48+00:00,/secure-data,200,11,1
2026-01-21T06:44:49+00:00,/ping,200,6,1
2026-01-21T06:44:49+00:00,/secure-data,200,11,1
2026-01-21T06:44:50+00:00,/ping,200,6,1
2026-01-21T06:44:50+00:00,/secure-data,200,11,1
2026-01-21T06:44:51+00:00,/ping,200,6,1
2026-01-21T06:44:51+00:00,/secure-data,200,11,1
2026-01-21T06:44:52+00:00,/ping,200,6,1
2026-01-21T06:44:53+00:00,/secure-data,200,11,1
2026-01-21T06:44:55+00:00,/ping,200,5,1
2026-01-21T06:44:55+00:00,/secure-data,200,11,1
2026-01-21T06:44:56+00:00,/ping,200,6,1
2026-01-21T06:44:56+00:00,/secure-data,200,12,1
2026-01-21T06:44:57+00:00,/ping,200,6,1
2026-01-21T06:44:57+00:00,/secure-data,200,11,1
2026-01-21T06:44:58+00:00,/ping,200,6,1
2026-01-21T06:44:58+00:00,/secure-data,200,11,1
2026-01-21T06:44:59+00:00,/ping,200,6,1
2026-01-21T06:44:59+00:00,/secure-data,200,11,1
2026-01-21T06:45:00+00:00,/ping,200,6,1
2026-01-21T06:45:00+00:00,/secure-data,200,11,1
2026-01-21T06:45:01+00:00,/ping,200,6,1
2026-01-21T06:45:01+00:00,/secure-data,200,11,1
2026-01-21T06:45:02+00:00,/ping,200,6,1
2026-01-21T06:45:02+00:00,/secure-data,200,11,1
2026-01-21T06:45:03+00:00,/ping,200,6,1
2026-01-21T06:45:03+00:00,/secure-data,200,10,1
2026-01-21T06:45:04+00:00,/ping,200,6,1
2026-01-21T06:45:04+00:00,/secure-data,200,10,1
2026-01-21T06:45:05+00:00,/ping,200,6,1
2026-01-21T06:45:05+00:00,/secure-data,200,12,1
2026-01-21T06:45:06+00:00,/ping,200,6,1
2026-01-21T06:45:06+00:00,/secure-data,200,11,1
2026-01-21T06:45:07+00:00,/ping,200,7,1
2026-01-21T06:45:07+00:00,/secure-data,200,11,1
2026-01-21T06:45:08+00:00,/ping,200,6,1
2026-01-21T06:45:08+00:00,/secure-data,200,11,1
2026-01-21T06:45:09+00:00,/ping,200,6,1
2026-01-21T06:45:09+00:00,/secure-data,200,11,1
2026-01-21T06:45:10+00:00,/ping,200,6,1
2026-01-21T06:45:10+00:00,/secure-data,200,11,1
2026-01-21T06:45:11+00:00,/ping,200,6,1
2026-01-21T06:45:11+00:00,/secure-data,200,11,1
2026-01-21T06:45:12+00:00,/ping,200,6,1
2026-01-21T06:45:12+00:00,/secure-data,200,12,1
2026-01-21T06:45:13+00:00,/ping,200,6,1
2026-01-21T06:45:13+00:00,/secure-data,200,11,1
2026-01-21T06:45:14+00:00,/ping,200,6,1
2026-01-21T06:45:14+00:00,/secure-data,200,11,1
2026-01-21T06:45:15+00:00,/ping,200,7,1
2026-01-21T06:45:16+00:00,/secure-data,200,11,1
2026-01-21T06:45:17+00:00,/ping,200,6,1
2026-01-21T06:45:17+00:00,/secure-data,200,10,1
2026-01-21T06:45:18+00:00,/ping,200,6,1
2026-01-21T06:45:18+00:00,/secure-data,200,11,1
2026-01-21T06:45:19+00:00,/ping,200,6,1
2026-01-21T06:45:19+00:00,/secure-data,200,11,1
2026-01-21T06:45:20+00:00,/ping,200,6,1
2026-01-21T06:45:20+00:00,/secure-data,200,11,1
2026-01-21T06:45:21+00:00,/ping,200,6,1
2026-01-21T06:45:21+00:00,/secure-data,200,11,1
2026-01-21T06:45:22+00:00,/ping,200,6,1
2026-01-21T06:45:22+00:00,/secure-data,200,11,1
2026-01-21T06:45:23+00:00,/ping,200,6,1
2026-01-21T06:45:23+00:00,/secure-data,200,11,1
2026-01-21T06:45:24+00:00,/ping,200,6,1
2026-01-21T06:45:25+00:00,/secure-data,200,12,1
2026-01-21T06:45:26+00:00,/ping,200,6,1
2026-01-21T06:45:26+00:00,/secure-data,200,11,1
2026-01-21T06:45:27+00:00,/ping,200,6,1
2026-01-21T06:45:27+00:00,/secure-data,200,11,1
2026-01-21T06:45:28+00:00,/ping,200,6,1
2026-01-21T06:45:28+00:00,/secure-data,200,10,1
2026-01-21T06:45:29+00:00,/ping,200,6,1
2026-01-21T06:45:29+00:00,/secure-data,200,11,1
2026-01-21T06:45:30+00:00,/ping,200,6,1
2026-01-21T06:45:30+00:00,/secure-data,200,11,1
2026-01-21T06:45:31+00:00,/ping,200,6,1
2026-01-21T06:45:31+00:00,/secure-data,200,11,1
2026-01-21T06:45:32+00:00,/ping,200,6,1
2026-01-21T06:45:32+00:00,/secure-data,200,11,1
2026-01-21T06:45:33+00:00,/ping,200,6,1
2026-01-21T06:45:33+00:00,/secure-data,200,11,1
2026-01-21T06:45:35+00:00,/ping,200,6,1
2026-01-21T06:45:35+00:00,/secure-data,200,10,1
2026-01-21T06:45:36+00:00,/ping,200,7,1
2026-01-21T06:45:36+00:00,/secure-data,200,11,1
2026-01-21T06:45:37+00:00,/ping,200,6,1
2026-01-21T06:45:37+00:00,/secure-data,200,11,1
2026-01-21T06:45:38+00:00,/ping,200,6,1
2026-01-21T06:45:38+00:00,/secure-data,200,10,1
2026-01-21T06:45:39+00:00,/ping,200,6,1
2026-01-21T06:45:39+00:00,/secure-data,200,11,1
2026-01-21T06:45:40+00:00,/ping,200,6,1
2026-01-21T06:45:40+00:00,/secure-data,200,11,1
2026-01-21T06:45:41+00:00,/ping,200,6,1
2026-01-21T06:45:41+00:00,/secure-data,200,10,1
2026-01-21T06:45:42+00:00,/ping,200,6,1
2026-01-21T06:45:42+00:00,/secure-data,200,11,1
2026-01-21T06:45:43+00:00,/ping,200,6,1
2026-01-21T06:45:43+00:00,/secure-data,200,10,1
2026-01-21T06:45:44+00:00,/ping,200,6,1
2026-01-21T06:45:44+00:00,/secure-data,200,11,1
2026-01-21T06:45:45+00:00,/ping,200,6,1
2026-01-21T06:45:45+00:00,/secure-data,200,11,1
2026-01-21T06:45:46+00:00,/ping,200,6,1
2026-01-21T06:45:46+00:00,/secure-data,200,11,1
2026-01-21T06:45:47+00:00,/ping,200,6,1
2026-01-21T06:45:47+00:00,/secure-data,200,12,1
2026-01-21T06:45:48+00:00,/ping,200,6,1
2026-01-21T06:45:48+00:00,/secure-data,200,11,1
2026-01-21T06:45:49+00:00,/ping,200,6,1
2026-01-21T06:45:49+00:00,/secure-data,200,11,1
2026-01-21T06:45:50+00:00,/ping,200,6,1
2026-01-21T06:45:50+00:00,/secure-data,200,11,1
2026-01-21T06:45:51+00:00,/ping,200,6,1
2026-01-21T06:45:51+00:00,/secure-data,200,11,1
2026-01-21T06:45:52+00:00,/ping,200,6,1
2026-01-21T06:45:52+00:00,/secure-data,200,12,1
2026-01-21T06:45:53+00:00,/ping,200,7,1
2026-01-21T06:45:53+00:00,/secure-data,200,11,1
2026-01-21T06:45:54+00:00,/ping,200,6,1
2026-01-21T06:45:54+00:00,/secure-data,200,11,1
2026-01-21T06:45:57+00:00,/ping,200,6,1
2026-01-21T06:45:57+00:00,/secure-data,200,11,1
2026-01-21T06:45:58+00:00,/ping,200,6,1
2026-01-21T06:45:58+00:00,/secure-data,200,12,1
2026-01-21T06:45:59+00:00,/ping,200,6,1
2026-01-21T06:45:59+00:00,/secure-data,200,11,1
2026-01-21T06:46:00+00:00,/ping,200,6,1
2026-01-21T06:46:00+00:00,/secure-data,200,11,1
2026-01-21T06:46:01+00:00,/ping,200,6,1
2026-01-21T06:46:01+00:00,/secure-data,200,11,1
2026-01-21T06:46:02+00:00,/ping,200,6,1
2026-01-21T06:46:02+00:00,/secure-data,200,11,1
2026-01-21T06:46:03+00:00,/ping,200,7,1
2026-01-21T06:46:03+00:00,/secure-data,200,12,1
2026-01-21T06:46:04+00:00,/ping,200,7,1
2026-01-21T06:46:04+00:00,/secure-data,200,11,1
2026-01-21T06:46:05+00:00,/ping,200,6,1
2026-01-21T06:46:05+00:00,/secure-data,200,11,1
2026-01-21T06:46:06+00:00,/ping,200,7,1
2026-01-21T06:46:06+00:00,/secure-data,200,12,1
2026-01-21T06:46:07+00:00,/ping,200,6,1
2026-01-21T06:46:07+00:00,/secure-data,200,13,1
2026-01-21T06:46:08+00:00,/ping,200,6,1
2026-01-21T06:46:08+00:00,/secure-data,200,11,1
2026-01-21T06:46:09+00:00,/ping,200,6,1
2026-01-21T06:46:09+00:00,/secure-data,200,11,1
2026-01-21T06:46:10+00:00,/ping,200,6,1
2026-01-21T06:46:10+00:00,/secure-data,200,11,1
2026-01-21T06:46:11+00:00,/ping,200,6,1
2026-01-21T06:46:11+00:00,/secure-data,200,11,1
2026-01-21T06:46:12+00:00,/ping,200,6,1
2026-01-21T06:46:12+00:00,/secure-data,200,10,1
2026-01-21T06:46:13+00:00,/ping,200,6,1
2026-01-21T06:46:13+00:00,/secure-data,200,11,1
2026-01-21T06:46:14+00:00,/ping,200,6,1
2026-01-21T06:46:14+00:00,/secure-data,200,11,1
