ts_iso,endpoint,http_code,lat_ms,ok
2026-01-21T07:47:35+00:00,/ping,200,6,1
2026-01-21T07:47:36+00:00,/secure-data,200,11,1
2026-01-21T07:47:37+00:00,/ping,200,6,1
2026-01-21T07:47:37+00:00,/secure-data,200,11,1
2026-01-21T07:47:38+00:00,/ping,200,7,1
2026-01-21T07:47:38+00:00,/secure-data,200,12,1
2026-01-21T07:47:39+00:00,/ping,200,6,1
2026-01-21T07:47:39+00:00,/secure-data,200,11,1
2026-01-21T07:47:40+00:00,/ping,200,8,1
2026-01-21T07:47:40+00:00,/secure-data,200,15,1
2026-01-21T07:47:41+00:00,/ping,200,7,1
2026-01-21T07:47:41+00:00,/secure-data,200,12,1
2026-01-21T07:47:42+00:00,/ping,200,6,1
2026-01-21T07:47:42+00:00,/secure-data,200,12,1
2026-01-21T07:47:43+00:00,/ping,200,6,1
2026-01-21T07:47:43+00:00,/secure-data,200,12,1
2026-01-21T07:47:44+00:00,/ping,200,6,1
2026-01-21T07:47:44+00:00,/secure-data,200,13,1
2026-01-21T07:47:45+00:00,/ping,200,7,1
2026-01-21T07:47:45+00:00,/secure-data,200,37,1
2026-01-21T07:47:47+00:00,/ping,200,7,1
2026-01-21T07:47:47+00:00,/secure-data,200,11,1
2026-01-21T07:47:48+00:00,/ping,200,8,1
2026-01-21T07:47:48+00:00,/secure-data,200,14,1
2026-01-21T07:47:50+00:00,/ping,200,6,1
2026-01-21T07:47:50+00:00,/secure-data,200,13,1
2026-01-21T07:47:51+00:00,/ping,200,6,1
2026-01-21T07:47:51+00:00,/secure-data,200,11,1
2026-01-21T07:47:52+00:00,/ping,200,6,1
2026-01-21T07:47:52+00:00,/secure-data,200,11,1
2026-01-21T07:47:53+00:00,/ping,200,6,1
2026-01-21T07:47:53+00:00,/secure-data,200,12,1
2026-01-21T07:47:54+00:00,/ping,200,6,1
2026-01-21T07:47:54+00:00,/secure-data,200,12,1
2026-01-21T07:47:55+00:00,/ping,200,6,1
2026-01-21T07:47:55+00:00,/secure-data,200,11,1
2026-01-21T07:47:56+00:00,/ping,200,6,1
2026-01-21T07:47:56+00:00,/secure-data,200,12,1
2026-01-21T07:47:57+00:00,/ping,200,6,1
2026-01-21T07:47:57+00:00,/secure-data,200,10,1
2026-01-21T07:47:58+00:00,/ping,200,6,1
2026-01-21T07:47:58+00:00,/secure-data,200,13,1
2026-01-21T07:47:59+00:00,/ping,200,6,1
2026-01-21T07:47:59+00:00,/secure-data,200,12,1
2026-01-21T07:48:00+00:00,/ping,200,7,1
2026-01-21T07:48:00+00:00,/secure-data,200,15,1
2026-01-21T07:48:01+00:00,/ping,200,8,1
2026-01-21T07:48:01+00:00,/secure-data,200,13,1
2026-01-21T07:48:02+00:00,/ping,200,6,1
2026-01-21T07:48:02+00:00,/secure-data,200,13,1
2026-01-21T07:48:03+00:00,/ping,200,7,1
2026-01-21T07:48:03+00:00,/secure-data,200,13,1
2026-01-21T07:48:04+00:00,/ping,200,7,1
2026-01-21T07:48:04+00:00,/secure-data,200,26,1
2026-01-21T07:48:05+00:00,/ping,200,37,1
2026-01-21T07:48:05+00:00,/secure-data,200,71,1
2026-01-21T07:48:06+00:00,/ping,200,7,1
2026-01-21T07:48:06+00:00,/secure-data,200,20,1
2026-01-21T07:48:07+00:00,/ping,200,6,1
2026-01-21T07:48:07+00:00,/secure-data,200,12,1
2026-01-21T07:48:08+00:00,/ping,200,6,1
2026-01-21T07:48:08+00:00,/secure-data,200,13,1
2026-01-21T07:48:09+00:00,/ping,200,8,1
2026-01-21T07:48:09+00:00,/secure-data,200,11,1
2026-01-21T07:48:10+00:00,/ping,200,6,1
2026-01-21T07:48:10+00:00,/secure-data,200,11,1
2026-01-21T07:48:11+00:00,/ping,200,6,1
2026-01-21T07:48:12+00:00,/secure-data,200,14,1
2026-01-21T07:48:13+00:00,/ping,200,12,1
2026-01-21T07:48:13+00:00,/secure-data,200,14,1
2026-01-21T07:48:14+00:00,/ping,200,6,1
2026-01-21T07:48:14+00:00,/secure-data,200,20,1
2026-01-21T07:48:15+00:00,/ping,200,118,1
2026-01-21T07:48:15+00:00,/secure-data,200,16,1
2026-01-21T07:48:16+00:00,/ping,200,7,1
2026-01-21T07:48:16+00:00,/secure-data,200,19,1
2026-01-21T07:48:18+00:00,/ping,200,45,1
2026-01-21T07:48:18+00:00,/secure-data,200,61,1
2026-01-21T07:48:19+00:00,/ping,200,8,1
2026-01-21T07:48:20+00:00,/secure-data,200,39,1
2026-01-21T07:48:21+00:00,/ping,200,45,1
2026-01-21T07:48:21+00:00,/secure-data,200,16,1
2026-01-21T07:48:22+00:00,/ping,200,40,1
2026-01-21T07:48:22+00:00,/secure-data,200,15,1
2026-01-21T07:48:23+00:00,/ping,200,45,1
2026-01-21T07:48:23+00:00,/secure-data,200,193,1
2026-01-21T07:48:24+00:00,/ping,200,7,1
2026-01-21T07:48:24+00:00,/secure-data,200,173,1
2026-01-21T07:48:25+00:00,/ping,200,28,1
2026-01-21T07:48:25+00:00,/secure-data,200,236,1
2026-01-21T07:48:26+00:00,/ping,200,6,1
2026-01-21T07:48:26+00:00,/secure-data,200,15,1
2026-01-21T07:48:28+00:00,/ping,200,114,1
2026-01-21T07:48:28+00:00,/secure-data,200,14,1
2026-01-21T07:48:29+00:00,/ping,200,201,1
2026-01-21T07:48:29+00:00,/secure-data,200,13,1
2026-01-21T07:48:30+00:00,/ping,200,49,1
2026-01-21T07:48:30+00:00,/secure-data,200,92,1
2026-01-21T07:48:31+00:00,/ping,200,27,1
2026-01-21T07:48:31+00:00,/secure-data,200,143,1
2026-01-21T07:48:32+00:00,/ping,200,8,1
2026-01-21T07:48:32+00:00,/secure-data,200,90,1
2026-01-21T07:48:33+00:00,/ping,200,112,1
2026-01-21T07:48:34+00:00,/secure-data,200,191,1
2026-01-21T07:48:35+00:00,/ping,200,23,1
2026-01-21T07:48:35+00:00,/secure-data,200,511,1
2026-01-21T07:48:36+00:00,/ping,200,21,1
2026-01-21T07:48:36+00:00,/secure-data,200,130,1
2026-01-21T07:48:38+00:00,/ping,200,306,1
2026-01-21T07:48:38+00:00,/secure-data,200,237,1
2026-01-21T07:48:39+00:00,/ping,200,93,1
2026-01-21T07:48:39+00:00,/secure-data,200,416,1
2026-01-21T07:48:40+00:00,/ping,200,66,1
2026-01-21T07:48:41+00:00,/secure-data,200,247,1
2026-01-21T07:48:42+00:00,/ping,200,11,1
2026-01-21T07:48:42+00:00,/secure-data,200,408,1
2026-01-21T07:48:43+00:00,/ping,200,84,1
2026-01-21T07:48:43+00:00,/secure-data,200,33,1
2026-01-21T07:48:45+00:00,/ping,200,433,1
2026-01-21T07:48:45+00:00,/secure-data,200,30,1
2026-01-21T07:48:46+00:00,/ping,200,274,1
2026-01-21T07:48:46+00:00,/secure-data,200,237,1
2026-01-21T07:48:48+00:00,/ping,200,287,1
2026-01-21T07:48:48+00:00,/secure-data,200,19,1
2026-01-21T07:48:50+00:00,/ping,200,30,1
2026-01-21T07:48:50+00:00,/secure-data,200,23,1
2026-01-21T07:48:51+00:00,/ping,200,26,1
2026-01-21T07:48:51+00:00,/secure-data,200,13,1
2026-01-21T07:48:52+00:00,/ping,200,182,1
2026-01-21T07:48:52+00:00,/secure-data,200,14,1
2026-01-21T07:48:53+00:00,/ping,200,6,1
2026-01-21T07:48:54+00:00,/secure-data,200,13,1
2026-01-21T07:48:55+00:00,/ping,200,6,1
2026-01-21T07:48:55+00:00,/secure-data,200,124,1
2026-01-21T07:48:56+00:00,/ping,200,7,1
2026-01-21T07:48:56+00:00,/secure-data,200,29,1
2026-01-21T07:48:57+00:00,/ping,200,25,1
2026-01-21T07:48:57+00:00,/secure-data,200,11,1
2026-01-21T07:48:58+00:00,/ping,200,22,1
2026-01-21T07:48:58+00:00,/secure-data,200,11,1
2026-01-21T07:48:59+00:00,/ping,200,6,1
2026-01-21T07:48:59+00:00,/secure-data,200,11,1
2026-01-21T07:49:00+00:00,/ping,200,6,1
2026-01-21T07:49:00+00:00,/secure-data,200,10,1
2026-01-21T07:49:01+00:00,/ping,200,6,1
2026-01-21T07:49:01+00:00,/secure-data,200,11,1
2026-01-21T07:49:02+00:00,/ping,200,6,1
2026-01-21T07:49:02+00:00,/secure-data,200,11,1
2026-01-21T07:49:03+00:00,/ping,200,6,1
2026-01-21T07:49:03+00:00,/secure-data,200,13,1
2026-01-21T07:49:04+00:00,/ping,200,6,1
2026-01-21T07:49:04+00:00,/secure-data,200,11,1
2026-01-21T07:49:05+00:00,/ping,200,6,1
2026-01-21T07:49:05+00:00,/secure-data,200,12,1
2026-01-21T07:49:06+00:00,/ping,200,6,1
2026-01-21T07:49:06+00:00,/secure-data,200,11,1
2026-01-21T07:49:07+00:00,/ping,200,6,1
2026-01-21T07:49:07+00:00,/secure-data,200,11,1
2026-01-21T07:49:08+00:00,/ping,200,6,1
2026-01-21T07:49:08+00:00,/secure-data,200,12,1
2026-01-21T07:49:09+00:00,/ping,200,7,1
2026-01-21T07:49:09+00:00,/secure-data,200,11,1
2026-01-21T07:49:10+00:00,/ping,200,6,1
2026-01-21T07:49:10+00:00,/secure-data,200,11,1
2026-01-21T07:49:11+00:00,/ping,200,6,1
2026-01-21T07:49:11+00:00,/secure-data,200,11,1
2026-01-21T07:49:12+00:00,/ping,200,6,1
2026-01-21T07:49:12+00:00,/secure-data,200,11,1
2026-01-21T07:49:13+00:00,/ping,200,7,1
2026-01-21T07:49:13+00:00,/secure-data,200,12,1
2026-01-21T07:49:14+00:00,/ping,200,6,1
2026-01-21T07:49:14+00:00,/secure-data,200,10,1
2026-01-21T07:49:15+00:00,/ping,200,6,1
2026-01-21T07:49:15+00:00,/secure-data,200,11,1
2026-01-21T07:49:17+00:00,/ping,200,6,1
