ts_iso,endpoint,http_code,lat_ms,ok
2026-01-21T07:28:10+00:00,/ping,200,11,1
2026-01-21T07:28:10+00:00,/secure-data,200,21,1
2026-01-21T07:28:11+00:00,/ping,200,11,1
2026-01-21T07:28:11+00:00,/secure-data,200,19,1
2026-01-21T07:28:12+00:00,/ping,200,11,1
2026-01-21T07:28:12+00:00,/secure-data,200,21,1
2026-01-21T07:28:13+00:00,/ping,200,11,1
2026-01-21T07:28:13+00:00,/secure-data,200,24,1
2026-01-21T07:28:14+00:00,/ping,200,10,1
2026-01-21T07:28:15+00:00,/secure-data,200,19,1
2026-01-21T07:28:16+00:00,/ping,200,11,1
2026-01-21T07:28:16+00:00,/secure-data,200,21,1
2026-01-21T07:28:17+00:00,/ping,200,11,1
2026-01-21T07:28:17+00:00,/secure-data,200,24,1
2026-01-21T07:28:18+00:00,/ping,200,13,1
2026-01-21T07:28:18+00:00,/secure-data,200,40,1
2026-01-21T07:28:19+00:00,/ping,200,10,1
2026-01-21T07:28:19+00:00,/secure-data,200,19,1
2026-01-21T07:28:20+00:00,/ping,200,14,1
2026-01-21T07:28:20+00:00,/secure-data,200,22,1
2026-01-21T07:28:21+00:00,/ping,200,11,1
2026-01-21T07:28:22+00:00,/secure-data,200,25,1
2026-01-21T07:28:23+00:00,/ping,200,10,1
2026-01-21T07:28:23+00:00,/secure-data,200,19,1
2026-01-21T07:28:24+00:00,/ping,200,10,1
2026-01-21T07:28:24+00:00,/secure-data,200,19,1
2026-01-21T07:28:26+00:00,/ping,200,10,1
2026-01-21T07:28:26+00:00,/secure-data,200,38,1
2026-01-21T07:28:27+00:00,/ping,200,13,1
2026-01-21T07:28:27+00:00,/secure-data,200,17,1
2026-01-21T07:28:28+00:00,/ping,200,11,1
2026-01-21T07:28:28+00:00,/secure-data,200,20,1
2026-01-21T07:28:29+00:00,/ping,200,11,1
2026-01-21T07:28:29+00:00,/secure-data,200,19,1
2026-01-21T07:28:30+00:00,/ping,200,12,1
2026-01-21T07:28:30+00:00,/secure-data,200,25,1
2026-01-21T07:28:31+00:00,/ping,200,10,1
2026-01-21T07:28:31+00:00,/secure-data,200,30,1
2026-01-21T07:28:32+00:00,/ping,200,10,1
